,Postcode,Grid Ref,County,District,Ward,District Code,Ward Code,County Code,Constituency,Population,Households,Lower layer super output area,Region,London zone,LSOA Code,MSOA Code,Middle layer super output area,Index of Multiple Deprivation,Postcode district,Average Income,Postcode2
2324,BS13 7DT,ST573698,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,81.0,29.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2325,BS13 7DU,ST572698,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,43.0,13.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2326,BS13 7DX,ST572698,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,46.0,22.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2327,BS13 7DY,ST570697,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,32.0,15.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2328,BS13 7DZ,ST569697,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,41.0,19.0,Bristol 046C,South West,,E01014520,E02003057,Bristol 046,19975,BS13,38300,BS13 7
2329,BS13 7EA,ST570697,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,11.0,6.0,Bristol 046C,South West,,E01014520,E02003057,Bristol 046,19975,BS13,38300,BS13 7
2330,BS13 7EB,ST570696,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,38.0,19.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2331,BS13 7ED,ST569696,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,25.0,10.0,Bristol 046C,South West,,E01014520,E02003057,Bristol 046,19975,BS13,38300,BS13 7
2332,BS13 7EE,ST571696,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,13.0,4.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2333,BS13 7EF,ST570696,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,42.0,17.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2334,BS13 7EG,ST570695,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,89.0,33.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2335,BS13 7EH,ST571694,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,58.0,18.0,Bristol 046D,South West,,E01014521,E02003057,Bristol 046,10716,BS13,38300,BS13 7
2336,BS13 7EJ,ST571695,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,76.0,28.0,Bristol 046D,South West,,E01014521,E02003057,Bristol 046,10716,BS13,38300,BS13 7
2337,BS13 7EL,ST570695,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,40.0,14.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2338,BS13 7EN,ST572696,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,60.0,21.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2339,BS13 7EP,ST572694,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,68.0,28.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2340,BS13 7EQ,ST571694,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,33.0,14.0,Bristol 046D,South West,,E01014521,E02003057,Bristol 046,10716,BS13,38300,BS13 7
2341,BS13 7ER,ST572696,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,18.0,14.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2342,BS13 7ET,ST569695,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,8.0,4.0,Bristol 046C,South West,,E01014520,E02003057,Bristol 046,19975,BS13,38300,BS13 7
2343,BS13 7EW,ST572694,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,48.0,16.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2344,BS13 7GP,ST571691,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,41.0,17.0,Bristol 046D,South West,,E01014521,E02003057,Bristol 046,10716,BS13,38300,BS13 7
2345,BS13 7HJ,ST574699,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,13.0,5.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2346,BS13 7HL,ST575700,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,84.0,37.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2347,BS13 7HN,ST575701,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,76.0,33.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2348,BS13 7HP,ST576703,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,89.0,33.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2349,BS13 7HR,ST577703,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,104.0,37.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2350,BS13 7HS,ST576702,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,72.0,26.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2351,BS13 7HT,ST576701,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,73.0,31.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2352,BS13 7HU,ST576700,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,85.0,32.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2353,BS13 7HW,ST575702,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,70.0,30.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2354,BS13 7HX,ST576699,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,30.0,12.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2355,BS13 7HY,ST575698,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,90.0,38.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2356,BS13 7HZ,ST575698,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,80.0,40.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2357,BS13 7JA,ST575699,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,30.0,10.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2358,BS13 7JB,ST574698,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,99.0,37.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2359,BS13 7JD,ST574698,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,98.0,41.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2360,BS13 7JH,ST574700,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,25.0,21.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2361,BS13 7JJ,ST574700,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,54.0,22.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2362,BS13 7JL,ST573700,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,,,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2363,BS13 7JP,ST574699,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,29.0,11.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2364,BS13 7JQ,ST573700,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,54.0,25.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2365,BS13 7JR,ST574697,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,62.0,30.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2366,BS13 7JS,ST573697,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,29.0,15.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2367,BS13 7JT,ST574696,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,39.0,14.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2368,BS13 7JU,ST575696,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,28.0,10.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2369,BS13 7JW,ST574699,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,19.0,9.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2370,BS13 7JX,ST575697,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,41.0,16.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2371,BS13 7JY,ST576698,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,47.0,21.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2372,BS13 7JZ,ST576698,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,52.0,24.0,Bristol 046A,South West,,E01014518,E02003057,Bristol 046,14514,BS13,38300,BS13 7
2373,BS13 7LA,ST575696,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,52.0,22.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2374,BS13 7LB,ST575695,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,25.0,9.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2375,BS13 7LD,ST574696,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,34.0,15.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2376,BS13 7LE,ST574696,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,51.0,21.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2377,BS13 7LF,ST573696,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,20.0,8.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2378,BS13 7LG,ST573696,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,56.0,21.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2379,BS13 7LH,ST573694,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,82.0,36.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2380,BS13 7LJ,ST571692,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,88.0,34.0,Bristol 046D,South West,,E01014521,E02003057,Bristol 046,10716,BS13,38300,BS13 7
2381,BS13 7LL,ST571692,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,23.0,8.0,Bristol 046D,South West,,E01014521,E02003057,Bristol 046,10716,BS13,38300,BS13 7
2382,BS13 7LN,ST572692,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,79.0,36.0,Bristol 046D,South West,,E01014521,E02003057,Bristol 046,10716,BS13,38300,BS13 7
2383,BS13 7LQ,ST572694,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,42.0,16.0,Bristol 046B,South West,,E01014519,E02003057,Bristol 046,9977,BS13,38300,BS13 7
2384,BS13 7LU,ST572690,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,10.0,4.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2385,BS13 7LX,ST572689,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,40.0,19.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2386,BS13 7LY,ST573690,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,44.0,21.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2387,BS13 7LZ,ST573691,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,40.0,15.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2388,BS13 7NA,ST574692,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,78.0,34.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2389,BS13 7NB,ST576693,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,47.0,23.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2390,BS13 7ND,ST577693,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,21.0,13.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2391,BS13 7NE,ST576692,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,75.0,31.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2392,BS13 7NF,ST574692,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,85.0,34.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2393,BS13 7NG,ST574690,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,27.0,13.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2394,BS13 7NH,ST575690,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,68.0,28.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2395,BS13 7NJ,ST575691,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,49.0,20.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2396,BS13 7NL,ST575691,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,74.0,25.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2397,BS13 7NN,ST575691,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,48.0,15.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2398,BS13 7NP,ST577691,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,78.0,35.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2399,BS13 7NQ,ST573690,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,86.0,32.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2400,BS13 7NR,ST577691,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,66.0,26.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2401,BS13 7NS,ST576692,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,69.0,31.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2402,BS13 7NW,ST576690,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,67.0,27.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2403,BS13 7PD,ST577688,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,32.0,17.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
2404,BS13 7PE,ST579691,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,58.0,18.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
2405,BS13 7PF,ST578691,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,74.0,26.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
2406,BS13 7PG,ST578693,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,81.0,26.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
2407,BS13 7PH,ST579690,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,29.0,13.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
2408,BS13 7PJ,ST580690,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,89.0,35.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
2409,BS13 7PL,ST580690,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,42.0,18.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
2410,BS13 7PN,ST580691,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,24.0,11.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
2411,BS13 7PP,ST579689,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,33.0,16.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
2412,BS13 7PQ,ST578691,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,81.0,36.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
2413,BS13 7PR,ST579689,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,23.0,12.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
2414,BS13 7PS,ST580688,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,53.0,22.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
2415,BS13 7PT,ST579687,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,85.0,38.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
2416,BS13 7PU,ST579687,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,35.0,15.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
2417,BS13 7PW,ST580691,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,37.0,19.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
2418,BS13 7PX,ST579688,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,25.0,10.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
2419,BS13 7PY,ST577688,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,52.0,20.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
2420,BS13 7PZ,ST578687,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,63.0,29.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
2421,BS13 7QA,ST577687,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,44.0,16.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
2422,BS13 7QB,ST576689,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,31.0,16.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2423,BS13 7QD,ST575688,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,19.0,7.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2424,BS13 7QE,ST574688,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,66.0,26.0,Bristol 048D,South West,,E01014600,E02003059,Bristol 048,7965,BS13,36600,BS13 7
2425,BS13 7QF,ST574689,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,111.0,39.0,Bristol 048C,South West,,E01014599,E02003059,Bristol 048,20116,BS13,36600,BS13 7
2426,BS13 7QG,ST574689,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,66.0,29.0,Bristol 048D,South West,,E01014600,E02003059,Bristol 048,7965,BS13,36600,BS13 7
2427,BS13 7QL,ST579695,Bristol,"Bristol, City of",Bishopsworth,E06000023,E05010889,E11000003,Bristol South,43.0,18.0,Bristol 048B,South West,,E01014598,E02003059,Bristol 048,22534,BS13,36600,BS13 7
